contract_id,address,static_severity,behavioral_score,correlation_score,fused_risk_score,triggered_rules,findings_matched,label
kg_5e58ddf7a0e7,0xAdversary0021,0.0,0.6382,0.0,0.2234,,,0
kg_d65a20e36bb3,0xStealth0061,0.0,0.6381,0.0,0.2233,,,0
kg_5e58ddf7a0e7,0xStealth0064,0.0,0.6378,0.0,0.2232,,,0
kg_fdaf0fa7538f,0xStealth0060,0.0,0.6368,0.0,0.2229,,,0
kg_d65a20e36bb3,0xStealth0009,0.0,0.6363,0.0,0.2227,,,0
kg_d65a20e36bb3,0xStealth0039,0.0,0.6359,0.0,0.2226,,,0
kg_fdaf0fa7538f,0xStealth0074,0.0,0.6359,0.0,0.2226,,,0
kg_fdaf0fa7538f,0xStealth0056,0.0,0.6358,0.0,0.2225,,,0
kg_00aad096d3a6,0xStealth0021,0.0,0.6357,0.0,0.2225,,,0
kg_00aad096d3a6,0xStealth0003,0.0,0.6347,0.0,0.2222,,,0
kg_fdaf0fa7538f,0xAdversary0009,0.0,0.6346,0.0,0.2221,,,0
kg_d65a20e36bb3,0xAdversary0105,0.0,0.6345,0.0,0.2221,,,0
kg_5e58ddf7a0e7,0xStealth0074,0.0,0.6339,0.0,0.2219,,,0
kg_00aad096d3a6,0xBenign0018,0.0,0.6336,0.0,0.2218,,,0
kg_5e58ddf7a0e7,0xStealth0010,0.0,0.6336,0.0,0.2218,,,0
kg_00aad096d3a6,0xBenign0000,0.0,0.6335,0.0,0.2217,,,0
kg_00aad096d3a6,0xStealth0047,0.0,0.6335,0.0,0.2217,,,1
kg_d65a20e36bb3,0xStealth0008,0.0,0.6332,0.0,0.2216,,,1
kg_00aad096d3a6,0xStealth0062,0.0,0.6327,0.0,0.2215,,,1
kg_fdaf0fa7538f,0xStealth0063,0.0,0.6328,0.0,0.2215,,,1
kg_00aad096d3a6,0xStealth0032,0.0,0.6328,0.0,0.2215,,,1
kg_d65a20e36bb3,0xBenign0026,0.0,0.6317,0.0,0.2211,,,1
kg_00aad096d3a6,0xStealth0070,0.0,0.6313,0.0,0.221,,,1
kg_fdaf0fa7538f,0xStealth0017,0.0,0.6312,0.0,0.2209,,,1
kg_fdaf0fa7538f,0xStealth0049,0.0,0.6306,0.0,0.2207,,,1
kg_5e58ddf7a0e7,0xStealth0060,0.0,0.6305,0.0,0.2207,,,1
kg_d65a20e36bb3,0xStealth0019,0.0,0.6302,0.0,0.2206,,,1
kg_00aad096d3a6,0xBenign0034,0.0,0.6301,0.0,0.2205,,,1
kg_5e58ddf7a0e7,0xAdversary0105,0.0,0.6301,0.0,0.2205,,,1
kg_d65a20e36bb3,0xStealth0040,0.0,0.6298,0.0,0.2204,,,1
kg_fdaf0fa7538f,0xStealth0019,0.0,0.6293,0.0,0.2203,,,1
kg_00aad096d3a6,0xStealth0025,0.0,0.629,0.0,0.2202,,,1
kg_fdaf0fa7538f,0xStealth0052,0.0,0.6288,0.0,0.2201,,,1
kg_5e58ddf7a0e7,0xStealth0044,0.0,0.6289,0.0,0.2201,,,1
kg_00aad096d3a6,0xStealth0060,0.0,0.6285,0.0,0.22,,,1
kg_d65a20e36bb3,0xStealth0028,0.0,0.6285,0.0,0.22,,,1
kg_00aad096d3a6,0xStealth0001,0.0,0.6286,0.0,0.22,,,0
kg_fdaf0fa7538f,0xStealth0033,0.0,0.628,0.0,0.2198,,,0
kg_d65a20e36bb3,0xStealth0059,0.0,0.6277,0.0,0.2197,,,0
kg_00aad096d3a6,0xStealth0048,0.0,0.6275,0.0,0.2196,,,0
kg_d65a20e36bb3,0xAdversary0111,0.0,0.6265,0.0,0.2193,,,0
kg_fdaf0fa7538f,0xStealth0032,0.0,0.6263,0.0,0.2192,,,0
kg_fdaf0fa7538f,0xAdversary0015,0.0,0.6254,0.0,0.2189,,,0
kg_5e58ddf7a0e7,0xStealth0055,0.0,0.6251,0.0,0.2188,,,0
kg_fdaf0fa7538f,0xStealth0029,0.0,0.6252,0.0,0.2188,,,0
kg_fdaf0fa7538f,0xStealth0018,0.0,0.6247,0.0,0.2187,,,0
kg_00aad096d3a6,0xStealth0011,0.0,0.6249,0.0,0.2187,,,0
kg_d65a20e36bb3,0xStealth0069,0.0,0.6242,0.0,0.2185,,,0
kg_fdaf0fa7538f,0xStealth0013,0.0,0.6242,0.0,0.2185,,,0
kg_fdaf0fa7538f,0xAdversary0021,0.0,0.6233,0.0,0.2182,,,0
kg_00aad096d3a6,0xStealth0000,0.0,0.6232,0.0,0.2181,,,0
kg_fdaf0fa7538f,0xStealth0027,0.0,0.6232,0.0,0.2181,,,0
kg_d65a20e36bb3,0xStealth0001,0.0,0.6227,0.0,0.218,,,0
kg_5e58ddf7a0e7,0xStealth0071,0.0,0.6227,0.0,0.2179,,,0
kg_00aad096d3a6,0xStealth0052,0.0,0.6225,0.0,0.2179,,,0
kg_fdaf0fa7538f,0xStealth0054,0.0,0.6222,0.0,0.2178,,,0
kg_00aad096d3a6,0xStealth0038,0.0,0.6221,0.0,0.2177,,,0
kg_5e58ddf7a0e7,0xStealth0068,0.0,0.6216,0.0,0.2176,,,0
kg_fdaf0fa7538f,0xStealth0015,0.0,0.6211,0.0,0.2174,,,0
kg_5e58ddf7a0e7,0xAdversary0075,0.0,0.6211,0.0,0.2174,,,0
kg_00aad096d3a6,0xStealth0071,0.0,0.6208,0.0,0.2173,,,0
kg_5e58ddf7a0e7,0xStealth0032,0.0,0.6207,0.0,0.2173,,,0
kg_00aad096d3a6,0xAdversary0015,0.0,0.6205,0.0,0.2172,,,0
kg_00aad096d3a6,0xStealth0030,0.0,0.6201,0.0,0.2171,,,0
kg_00aad096d3a6,0xStealth0035,0.0,0.6203,0.0,0.2171,,,0
kg_5e58ddf7a0e7,0xStealth0077,0.0,0.62,0.0,0.217,,,0
kg_d65a20e36bb3,0xStealth0004,0.0,0.6199,0.0,0.217,,,1
kg_00aad096d3a6,0xStealth0033,0.0,0.6199,0.0,0.217,,,1
kg_fdaf0fa7538f,0xBenign0002,0.0,0.6191,0.0,0.2167,,,1
kg_00aad096d3a6,0xAdversary0087,0.0,0.6188,0.0,0.2166,,,1
kg_5e58ddf7a0e7,0xAdversary0033,0.0,0.619,0.0,0.2166,,,1
kg_d65a20e36bb3,0xAdversary0069,0.0,0.6186,0.0,0.2165,,,1
kg_fdaf0fa7538f,0xAdversary0105,0.0,0.6177,0.0,0.2162,,,1
kg_d65a20e36bb3,0xStealth0077,0.0,0.6178,0.0,0.2162,,,1
kg_d65a20e36bb3,0xStealth0022,0.0,0.6175,0.0,0.2161,,,1
kg_5e58ddf7a0e7,0xAdversary0057,0.0,0.6175,0.0,0.2161,,,1
kg_d65a20e36bb3,0xStealth0011,0.0,0.6172,0.0,0.216,,,1
kg_d65a20e36bb3,0xStealth0014,0.0,0.6159,0.0,0.2156,,,1
kg_00aad096d3a6,0xAdversary0003,0.0,0.6159,0.0,0.2156,,,1
kg_5e58ddf7a0e7,0xStealth0020,0.0,0.6157,0.0,0.2155,,,1
kg_d65a20e36bb3,0xBenign0025,0.0,0.6158,0.0,0.2155,,,1
kg_5e58ddf7a0e7,0xStealth0001,0.0,0.6158,0.0,0.2155,,,1
kg_d65a20e36bb3,0xStealth0060,0.0,0.6156,0.0,0.2155,,,1
kg_fdaf0fa7538f,0xStealth0004,0.0,0.6156,0.0,0.2154,,,1
kg_fdaf0fa7538f,0xStealth0007,0.0,0.6149,0.0,0.2152,,,1
kg_fdaf0fa7538f,0xBenign0023,0.0,0.6149,0.0,0.2152,,,1
kg_d65a20e36bb3,0xStealth0026,0.0,0.6147,0.0,0.2151,,,0
kg_fdaf0fa7538f,0xStealth0024,0.0,0.6143,0.0,0.215,,,0
kg_5e58ddf7a0e7,0xStealth0045,0.0,0.6139,0.0,0.2149,,,0
kg_d65a20e36bb3,0xStealth0017,0.0,0.6139,0.0,0.2149,,,0
kg_5e58ddf7a0e7,0xStealth0041,0.0,0.6136,0.0,0.2148,,,0
kg_00aad096d3a6,0xStealth0068,0.0,0.6137,0.0,0.2148,,,0
kg_d65a20e36bb3,0xStealth0036,0.0,0.613,0.0,0.2145,,,0
kg_00aad096d3a6,0xBenign0028,0.0,0.6125,0.0,0.2144,,,0
kg_d65a20e36bb3,0xStealth0049,0.0,0.6126,0.0,0.2144,,,0
kg_d65a20e36bb3,0xAdversary0003,0.0,0.6125,0.0,0.2144,,,0
kg_fdaf0fa7538f,0xBenign0033,0.0,0.6125,0.0,0.2144,,,0
kg_fdaf0fa7538f,0xStealth0045,0.0,0.6124,0.0,0.2143,,,0
kg_d65a20e36bb3,0xStealth0072,0.0,0.6118,0.0,0.2141,,,0
kg_5e58ddf7a0e7,0xStealth0014,0.0,0.6109,0.0,0.2138,,,0
kg_fdaf0fa7538f,0xAdversary0039,0.0,0.6107,0.0,0.2138,,,0
kg_00aad096d3a6,0xStealth0063,0.0,0.6108,0.0,0.2138,,,0
kg_fdaf0fa7538f,0xStealth0012,0.0,0.6105,0.0,0.2137,,,0
kg_fdaf0fa7538f,0xStealth0008,0.0,0.6103,0.0,0.2136,,,0
kg_00aad096d3a6,0xAdversary0081,0.0,0.61,0.0,0.2135,,,0
kg_fdaf0fa7538f,0xStealth0055,0.0,0.6096,0.0,0.2134,,,0
kg_5e58ddf7a0e7,0xAdversary0117,0.0,0.6097,0.0,0.2134,,,0
kg_fdaf0fa7538f,0xStealth0067,0.0,0.6096,0.0,0.2134,,,0
kg_00aad096d3a6,0xStealth0026,0.0,0.6095,0.0,0.2133,,,0
kg_5e58ddf7a0e7,0xStealth0048,0.0,0.6095,0.0,0.2133,,,0
kg_d65a20e36bb3,0xStealth0053,0.0,0.6088,0.0,0.2131,,,0
kg_5e58ddf7a0e7,0xStealth0002,0.0,0.6086,0.0,0.213,,,0
kg_00aad096d3a6,0xAdversary0099,0.0,0.6085,0.0,0.213,,,0
kg_fdaf0fa7538f,0xBenign0012,0.0,0.6082,0.0,0.2129,,,0
kg_5e58ddf7a0e7,0xStealth0015,0.0,0.6081,0.0,0.2128,,,0
kg_d65a20e36bb3,0xStealth0018,0.0,0.6079,0.0,0.2128,,,0
kg_00aad096d3a6,0xStealth0037,0.0,0.6078,0.0,0.2127,,,1
kg_5e58ddf7a0e7,0xStealth0042,0.0,0.6074,0.0,0.2126,,,1
kg_5e58ddf7a0e7,0xStealth0065,0.0,0.6075,0.0,0.2126,,,1
kg_d65a20e36bb3,0xStealth0021,0.0,0.6069,0.0,0.2124,,,1
kg_fdaf0fa7538f,0xStealth0022,0.0,0.607,0.0,0.2124,,,1
kg_5e58ddf7a0e7,0xStealth0005,0.0,0.6065,0.0,0.2123,,,1
kg_5e58ddf7a0e7,0xStealth0026,0.0,0.6061,0.0,0.2122,,,1
kg_5e58ddf7a0e7,0xStealth0006,0.0,0.6062,0.0,0.2122,,,1
kg_fdaf0fa7538f,0xStealth0035,0.0,0.6059,0.0,0.2121,,,1
kg_5e58ddf7a0e7,0xStealth0047,0.0,0.6058,0.0,0.212,,,1
kg_fdaf0fa7538f,0xStealth0031,0.0,0.6059,0.0,0.212,,,1
kg_00aad096d3a6,0xStealth0015,0.0,0.6057,0.0,0.212,,,1
kg_fdaf0fa7538f,0xStealth0068,0.0,0.6058,0.0,0.212,,,1
kg_00aad096d3a6,0xStealth0059,0.0,0.6053,0.0,0.2119,,,1
kg_fdaf0fa7538f,0xStealth0037,0.0,0.6053,0.0,0.2119,,,1
kg_d65a20e36bb3,0xStealth0065,0.0,0.6053,0.0,0.2118,,,1
kg_00aad096d3a6,0xStealth0016,0.0,0.6051,0.0,0.2118,,,1
kg_5e58ddf7a0e7,0xStealth0022,0.0,0.6052,0.0,0.2118,,,1
kg_fdaf0fa7538f,0xBenign0032,0.0,0.6049,0.0,0.2117,,,1
kg_fdaf0fa7538f,0xAdversary0033,0.0,0.6046,0.0,0.2116,,,1
kg_d65a20e36bb3,0xStealth0067,0.0,0.6047,0.0,0.2116,,,0
kg_5e58ddf7a0e7,0xStealth0000,0.0,0.6044,0.0,0.2115,,,0
kg_5e58ddf7a0e7,0xStealth0053,0.0,0.6043,0.0,0.2115,,,0
kg_d65a20e36bb3,0xStealth0041,0.0,0.6039,0.0,0.2114,,,0
kg_5e58ddf7a0e7,0xStealth0063,0.0,0.6041,0.0,0.2114,,,0
kg_00aad096d3a6,0xAdversary0045,0.0,0.6036,0.0,0.2113,,,0
kg_00aad096d3a6,0xStealth0053,0.0,0.6036,0.0,0.2113,,,0
kg_fdaf0fa7538f,0xAdversary0027,0.0,0.6038,0.0,0.2113,,,0
kg_d65a20e36bb3,0xStealth0051,0.0,0.6039,0.0,0.2113,,,0
kg_00aad096d3a6,0xAdversary0111,0.0,0.6037,0.0,0.2113,,,0
kg_d65a20e36bb3,0xStealth0035,0.0,0.6035,0.0,0.2112,,,0
kg_fdaf0fa7538f,0xStealth0071,0.0,0.6025,0.0,0.2109,,,0
kg_fdaf0fa7538f,0xAdversary0023,0.0,0.6024,0.0,0.2109,,,0
kg_5e58ddf7a0e7,0xStealth0049,0.0,0.6024,0.0,0.2108,,,0
kg_fdaf0fa7538f,0xBenign0021,0.0,0.6022,0.0,0.2108,,,0
kg_fdaf0fa7538f,0xStealth0066,0.0,0.6016,0.0,0.2105,,,0
kg_00aad096d3a6,0xStealth0008,0.0,0.6007,0.0,0.2103,,,0
kg_00aad096d3a6,0xStealth0069,0.0,0.601,0.0,0.2103,,,0
kg_00aad096d3a6,0xStealth0019,0.0,0.601,0.0,0.2103,,,0
kg_00aad096d3a6,0xBenign0019,0.0,0.6009,0.0,0.2103,,,0
kg_fdaf0fa7538f,0xAdversary0004,0.0,0.6006,0.0,0.2102,,,0
kg_5e58ddf7a0e7,0xStealth0027,0.0,0.6004,0.0,0.2102,,,0
kg_fdaf0fa7538f,0xStealth0005,0.0,0.6005,0.0,0.2102,,,0
kg_5e58ddf7a0e7,0xAdversary0069,0.0,0.6,0.0,0.21,,,0
kg_00aad096d3a6,0xStealth0036,0.0,0.5999,0.0,0.21,,,0
kg_00aad096d3a6,0xBenign0029,0.0,0.5996,0.0,0.2099,,,0
kg_00aad096d3a6,0xStealth0045,0.0,0.5998,0.0,0.2099,,,0
kg_d65a20e36bb3,0xAdversary0015,0.0,0.5993,0.0,0.2098,,,0
kg_5e58ddf7a0e7,0xStealth0066,0.0,0.5991,0.0,0.2097,,,0
kg_fdaf0fa7538f,0xStealth0021,0.0,0.5992,0.0,0.2097,,,0
kg_5e58ddf7a0e7,0xStealth0017,0.0,0.5993,0.0,0.2097,,,1
kg_fdaf0fa7538f,0xStealth0003,0.0,0.5993,0.0,0.2097,,,1
kg_00aad096d3a6,0xStealth0056,0.0,0.5989,0.0,0.2096,,,1
kg_fdaf0fa7538f,0xStealth0020,0.0,0.5989,0.0,0.2096,,,1
kg_fdaf0fa7538f,0xStealth0040,0.0,0.5987,0.0,0.2096,,,1
kg_5e58ddf7a0e7,0xAdversary0039,0.0,0.5985,0.0,0.2095,,,1
kg_fdaf0fa7538f,0xStealth0030,0.0,0.5985,0.0,0.2095,,,1
kg_fdaf0fa7538f,0xBenign0018,0.0,0.5981,0.0,0.2093,,,1
kg_fdaf0fa7538f,0xBenign0007,0.0,0.598,0.0,0.2093,,,1
kg_d65a20e36bb3,0xStealth0027,0.0,0.5978,0.0,0.2092,,,1
kg_fdaf0fa7538f,0xStealth0073,0.0,0.5977,0.0,0.2092,,,1
kg_d65a20e36bb3,0xStealth0066,0.0,0.5974,0.0,0.2091,,,1
kg_5e58ddf7a0e7,0xStealth0043,0.0,0.5973,0.0,0.209,,,1
kg_fdaf0fa7538f,0xBenign0019,0.0,0.5968,0.0,0.2089,,,1
kg_fdaf0fa7538f,0xStealth0034,0.0,0.5967,0.0,0.2089,,,1
kg_fdaf0fa7538f,0xAdversary0035,0.0,0.5965,0.0,0.2088,,,1
kg_d65a20e36bb3,0xAdversary0051,0.0,0.5966,0.0,0.2088,,,1
kg_fdaf0fa7538f,0xBenign0026,0.0,0.5967,0.0,0.2088,,,1
kg_d65a20e36bb3,0xStealth0030,0.0,0.5966,0.0,0.2088,,,1
kg_d65a20e36bb3,0xStealth0034,0.0,0.5963,0.0,0.2087,,,1
kg_5e58ddf7a0e7,0xBenign0031,0.0,0.5959,0.0,0.2086,,,0
kg_5e58ddf7a0e7,0xStealth0033,0.0,0.5961,0.0,0.2086,,,0
kg_00aad096d3a6,0xStealth0041,0.0,0.5954,0.0,0.2084,,,0
kg_5e58ddf7a0e7,0xStealth0079,0.0,0.5953,0.0,0.2084,,,0
kg_d65a20e36bb3,0xStealth0073,0.0,0.5953,0.0,0.2083,,,0
kg_00aad096d3a6,0xStealth0027,0.0,0.5951,0.0,0.2083,,,0
kg_d65a20e36bb3,0xStealth0042,0.0,0.595,0.0,0.2083,,,0
kg_00aad096d3a6,0xAdversary0017,0.0,0.5948,0.0,0.2082,,,0
kg_5e58ddf7a0e7,0xStealth0061,0.0,0.5947,0.0,0.2081,,,0
kg_d65a20e36bb3,0xAdversary0057,0.0,0.5945,0.0,0.2081,,,0
kg_fdaf0fa7538f,0xAdversary0069,0.0,0.5941,0.0,0.208,,,0
kg_5e58ddf7a0e7,0xStealth0072,0.0,0.5942,0.0,0.208,,,0
kg_fdaf0fa7538f,0xStealth0000,0.0,0.5944,0.0,0.208,,,0
kg_fdaf0fa7538f,0xStealth0011,0.0,0.5937,0.0,0.2078,,,0
kg_fdaf0fa7538f,0xAdversary0095,0.0,0.5937,0.0,0.2078,,,0
kg_fdaf0fa7538f,0xAdversary0093,0.0,0.5936,0.0,0.2078,,,0
kg_5e58ddf7a0e7,0xStealth0069,0.0,0.5937,0.0,0.2078,,,0
kg_d65a20e36bb3,0xStealth0024,0.0,0.5934,0.0,0.2077,,,0
kg_00aad096d3a6,0xAdversary0069,0.0,0.5934,0.0,0.2077,,,0
kg_fdaf0fa7538f,0xStealth0075,0.0,0.5935,0.0,0.2077,,,0
kg_fdaf0fa7538f,0xStealth0078,0.0,0.5933,0.0,0.2076,,,0
kg_d65a20e36bb3,0xStealth0010,0.0,0.5931,0.0,0.2076,,,0
kg_00aad096d3a6,0xStealth0078,0.0,0.593,0.0,0.2076,,,0
kg_5e58ddf7a0e7,0xStealth0038,0.0,0.593,0.0,0.2075,,,0
kg_fdaf0fa7538f,0xStealth0006,0.0,0.5926,0.0,0.2074,,,0
kg_5e58ddf7a0e7,0xStealth0050,0.0,0.5927,0.0,0.2074,,,0
kg_fdaf0fa7538f,0xAdversary0057,0.0,0.5923,0.0,0.2073,,,0
kg_d65a20e36bb3,0xStealth0057,0.0,0.5922,0.0,0.2073,,,0
kg_d65a20e36bb3,0xStealth0031,0.0,0.5923,0.0,0.2073,,,0
kg_5e58ddf7a0e7,0xStealth0035,0.0,0.5923,0.0,0.2073,,,0
kg_00aad096d3a6,0xBenign0022,0.0,0.5917,0.0,0.2071,,,1
kg_5e58ddf7a0e7,0xAdversary0093,0.0,0.5914,0.0,0.207,,,1
kg_fdaf0fa7538f,0xAdversary0099,0.0,0.5915,0.0,0.207,,,1
kg_5e58ddf7a0e7,0xStealth0019,0.0,0.5912,0.0,0.2069,,,1
kg_00aad096d3a6,0xStealth0018,0.0,0.591,0.0,0.2068,,,1
kg_fdaf0fa7538f,0xStealth0069,0.0,0.5903,0.0,0.2066,,,1
kg_d65a20e36bb3,0xStealth0079,0.0,0.59,0.0,0.2065,,,1
kg_d65a20e36bb3,0xAdversary0045,0.0,0.59,0.0,0.2065,,,1
kg_5e58ddf7a0e7,0xAdversary0099,0.0,0.5894,0.0,0.2063,,,1
kg_d65a20e36bb3,0xAdversary0039,0.0,0.5894,0.0,0.2063,,,1
kg_d65a20e36bb3,0xStealth0075,0.0,0.5888,0.0,0.2061,,,1
kg_d65a20e36bb3,0xAdversary0087,0.0,0.5889,0.0,0.2061,,,1
kg_d65a20e36bb3,0xBenign0024,0.0,0.5887,0.0,0.206,,,1
kg_00aad096d3a6,0xStealth0006,0.0,0.5884,0.0,0.206,,,1
kg_00aad096d3a6,0xBenign0024,0.0,0.5886,0.0,0.206,,,1
kg_fdaf0fa7538f,0xBenign0006,0.0,0.5883,0.0,0.2059,,,1
kg_fdaf0fa7538f,0xBenign0029,0.0,0.5878,0.0,0.2057,,,1
kg_fdaf0fa7538f,0xAdversary0051,0.0,0.5875,0.0,0.2056,,,1
kg_d65a20e36bb3,0xAdversary0009,0.0,0.5871,0.0,0.2055,,,1
kg_00aad096d3a6,0xStealth0079,0.0,0.5872,0.0,0.2055,,,1
kg_5e58ddf7a0e7,0xStealth0070,0.0,0.5873,0.0,0.2055,,,0
kg_00aad096d3a6,0xStealth0073,0.0,0.5868,0.0,0.2054,,,0
kg_00aad096d3a6,0xAdversary0105,0.0,0.5865,0.0,0.2053,,,0
kg_d65a20e36bb3,0xStealth0064,0.0,0.5862,0.0,0.2052,,,0
kg_fdaf0fa7538f,0xAdversary0081,0.0,0.5864,0.0,0.2052,,,0
kg_fdaf0fa7538f,0xBenign0020,0.0,0.5863,0.0,0.2052,,,0
kg_fdaf0fa7538f,0xAdversary0041,0.0,0.5858,0.0,0.205,,,0
kg_5e58ddf7a0e7,0xStealth0030,0.0,0.5857,0.0,0.205,,,0
kg_d65a20e36bb3,0xAdversary0117,0.0,0.5853,0.0,0.2049,,,0
kg_d65a20e36bb3,0xStealth0029,0.0,0.5851,0.0,0.2048,,,0
kg_d65a20e36bb3,0xStealth0012,0.0,0.585,0.0,0.2048,,,0
kg_fdaf0fa7538f,0xAdversary0017,0.0,0.5849,0.0,0.2047,,,0
kg_5e58ddf7a0e7,0xStealth0073,0.0,0.5845,0.0,0.2046,,,0
kg_d65a20e36bb3,0xStealth0052,0.0,0.5846,0.0,0.2046,,,0
kg_00aad096d3a6,0xStealth0009,0.0,0.5842,0.0,0.2045,,,0
kg_00aad096d3a6,0xStealth0039,0.0,0.5843,0.0,0.2045,,,0
kg_d65a20e36bb3,0xBenign0012,0.0,0.583,0.0,0.2041,,,0
kg_fdaf0fa7538f,0xBenign0008,0.0,0.5829,0.0,0.204,,,0
kg_00aad096d3a6,0xBenign0005,0.0,0.5829,0.0,0.204,,,0
kg_d65a20e36bb3,0xAdversary0021,0.0,0.5827,0.0,0.2039,,,0
kg_00aad096d3a6,0xStealth0044,0.0,0.5826,0.0,0.2039,,,0
kg_fdaf0fa7538f,0xStealth0048,0.0,0.5826,0.0,0.2039,,,0
kg_d65a20e36bb3,0xStealth0046,0.0,0.5827,0.0,0.2039,,,0
kg_d65a20e36bb3,0xStealth0044,0.0,0.5825,0.0,0.2039,,,0
kg_00aad096d3a6,0xAdversary0077,0.0,0.5821,0.0,0.2037,,,0
kg_5e58ddf7a0e7,0xStealth0009,0.0,0.5816,0.0,0.2036,,,0
kg_d65a20e36bb3,0xAdversary0063,0.0,0.5816,0.0,0.2036,,,0
kg_5e58ddf7a0e7,0xStealth0056,0.0,0.5814,0.0,0.2035,,,0
kg_5e58ddf7a0e7,0xStealth0016,0.0,0.5812,0.0,0.2034,,,0
kg_fdaf0fa7538f,0xStealth0053,0.0,0.5804,0.0,0.2032,,,0
kg_5e58ddf7a0e7,0xStealth0051,0.0,0.5805,0.0,0.2032,,,1
kg_00aad096d3a6,0xAdversary0063,0.0,0.5802,0.0,0.2031,,,1
kg_d65a20e36bb3,0xStealth0038,0.0,0.5804,0.0,0.2031,,,1
kg_d65a20e36bb3,0xStealth0025,0.0,0.5801,0.0,0.203,,,1
kg_d65a20e36bb3,0xStealth0058,0.0,0.5798,0.0,0.2029,,,1
kg_00aad096d3a6,0xAdversary0053,0.0,0.5799,0.0,0.2029,,,1
kg_00aad096d3a6,0xBenign0008,0.0,0.5795,0.0,0.2028,,,1
kg_5e58ddf7a0e7,0xStealth0013,0.0,0.579,0.0,0.2027,,,1
kg_00aad096d3a6,0xAdversary0093,0.0,0.5791,0.0,0.2027,,,1
kg_fdaf0fa7538f,0xStealth0070,0.0,0.5789,0.0,0.2026,,,1
kg_5e58ddf7a0e7,0xBenign0009,0.0,0.5788,0.0,0.2026,,,1
kg_5e58ddf7a0e7,0xAdversary0009,0.0,0.5783,0.0,0.2024,,,1
kg_00aad096d3a6,0xAdversary0089,0.0,0.5779,0.0,0.2023,,,1
kg_fdaf0fa7538f,0xBenign0025,0.0,0.5778,0.0,0.2022,,,1
kg_5e58ddf7a0e7,0xAdversary0027,0.0,0.5774,0.0,0.2021,,,1
kg_5e58ddf7a0e7,0xStealth0052,0.0,0.5764,0.0,0.2017,,,1
kg_fdaf0fa7538f,0xStealth0016,0.0,0.5764,0.0,0.2017,,,1
kg_5e58ddf7a0e7,0xAdversary0087,0.0,0.5758,0.0,0.2015,,,1
kg_fdaf0fa7538f,0xAdversary0077,0.0,0.5757,0.0,0.2015,,,1
kg_5e58ddf7a0e7,0xStealth0028,0.0,0.5758,0.0,0.2015,,,1
kg_5e58ddf7a0e7,0xStealth0025,0.0,0.5755,0.0,0.2014,,,0
kg_5e58ddf7a0e7,0xStealth0029,0.0,0.5755,0.0,0.2014,,,0
kg_00aad096d3a6,0xAdversary0117,0.0,0.5752,0.0,0.2013,,,0
kg_d65a20e36bb3,0xBenign0030,0.0,0.575,0.0,0.2013,,,0
kg_5e58ddf7a0e7,0xBenign0024,0.0,0.5752,0.0,0.2013,,,0
kg_5e58ddf7a0e7,0xStealth0031,0.0,0.5747,0.0,0.2012,,,0
kg_5e58ddf7a0e7,0xStealth0034,0.0,0.5748,0.0,0.2012,,,0
kg_fdaf0fa7538f,0xBenign0017,0.0,0.5743,0.0,0.201,,,0
kg_00aad096d3a6,0xAdversary0066,0.0,0.5744,0.0,0.201,,,0
kg_d65a20e36bb3,0xStealth0033,0.0,0.5742,0.0,0.201,,,0
kg_5e58ddf7a0e7,0xStealth0024,0.0,0.5736,0.0,0.2008,,,0
kg_5e58ddf7a0e7,0xStealth0040,0.0,0.5737,0.0,0.2008,,,0
kg_00aad096d3a6,0xAdversary0027,0.0,0.5733,0.0,0.2007,,,0
kg_5e58ddf7a0e7,0xStealth0075,0.0,0.5734,0.0,0.2007,,,0
kg_5e58ddf7a0e7,0xStealth0021,0.0,0.573,0.0,0.2006,,,0
kg_5e58ddf7a0e7,0xStealth0023,0.0,0.5732,0.0,0.2006,,,0
kg_d65a20e36bb3,0xAdversary0070,0.0,0.5729,0.0,0.2005,,,0
kg_d65a20e36bb3,0xAdversary0118,0.0,0.5727,0.0,0.2004,,,0
kg_00aad096d3a6,0xAdversary0075,0.0,0.5727,0.0,0.2004,,,0
kg_d65a20e36bb3,0xStealth0006,0.0,0.5722,0.0,0.2003,,,0
kg_00aad096d3a6,0xAdversary0051,0.0,0.5723,0.0,0.2003,,,0
kg_d65a20e36bb3,0xStealth0045,0.0,0.5724,0.0,0.2003,,,0
kg_d65a20e36bb3,0xAdversary0081,0.0,0.5717,0.0,0.2001,,,0
kg_00aad096d3a6,0xAdversary0094,0.0,0.5715,0.0,0.2,,,0
kg_d65a20e36bb3,0xStealth0016,0.0,0.5711,0.0,0.1999,,,0
kg_00aad096d3a6,0xBenign0001,0.0,0.5712,0.0,0.1999,,,0
kg_d65a20e36bb3,0xStealth0063,0.0,0.5708,0.0,0.1998,,,0
kg_5e58ddf7a0e7,0xStealth0036,0.0,0.5704,0.0,0.1996,,,0
kg_00aad096d3a6,0xAdversary0047,0.0,0.5699,0.0,0.1995,,,0
kg_fdaf0fa7538f,0xAdversary0096,0.0,0.5697,0.0,0.1994,,,0
kg_fdaf0fa7538f,0xAdversary0071,0.0,0.5694,0.0,0.1993,,,1
kg_5e58ddf7a0e7,0xStealth0058,0.0,0.5693,0.0,0.1992,,,1
kg_fdaf0fa7538f,0xAdversary0045,0.0,0.5689,0.0,0.1991,,,1
kg_d65a20e36bb3,0xStealth0071,0.0,0.5682,0.0,0.1989,,,1
